demand notice,চাহিদা বিজ্ঞপ্তি,,
demeanour,হাবভাব,,
demonitisation,বিমুদ্রাকরণ,,
demoralizing,হতাশাজনক,,
determination,নির্ধারণ,,
detrimental,ক্ষতিকারক,,
die-in-harness,কর্মরত অবস্থায় মৃত্যু,,
diminution,হ্রাস,,
discernible,দৃশ্যতঃ,,
disclaimer,দাবিত্যাগ,,
disconnection,সংযোগ বিচ্ছিন্ন,,
dispositive,নিষ্পত্তিকারী,,
distinguished,পৃথকীরূপ,,
distributors,বিতরণকারী,,
Division Bench,খণ্ড  ন্যায়পীঠ,,
dramatically,নাটকীয়ভাবে,,
drastic,জোরালো,,
DRT,ঋণ পুনরুদ্ধার ট্রাইবুনাল,,
dump yard,ডাম্প ইয়ার্ডে ,,
DW,প্রতিবাদীর সাক্ষী,,
earnest,বায়না,,
efficacious,কার্যকর,,
ego,অহম,,
ejectment,উচ্ছেদ,,
eke out,অভাবপূরণ করা,,
encumbrances,দায়বদ্ধতা,,
enforcement,প্রয়োগ ,,
enlarged,ছাড়া,,
entirely,সমগ্রভাবে,,
entitlement,স্বত্ব,,
enumerated,প্রগনিত,,
enunciated,প্রবর্তন করা,,
evidence,সাক্ষ্য,,
examination-in--chief,মুখ্য পরীক্ষার,,
exceptional cases,ব্যতিক্রমী ক্ষেত্রে ,,
exclusive domain,একচেটিয়া ক্ষেত্র,,
Ex-Officio,পদমর্যাদা বলে,,
expansive,বিস্তৃত,,
expedite,ত্বরান্বিত করা,,
expenses,ব্যয়,,
expression,অভিব্যক্তি,,
extent,পরিপ্রেক্ষিতে,,
extra-judicial,বিচারবহির্ভূত,,
extraneous consideraions,বহিরাগত বিবেচনা,,
eye-witness,প্রত্যক্ষদর্শী ,,
fabrication,জালিয়াতি,,
face value,আপাতঃমূল্যে,,
factual backdrop,বাস্তব প্রেক্ষাপটে  ,,
factual matrix,তথ্যগত ছাঁচ ,,
falsehood,মিথ্যা বর্ণনা,,
fees,দক্ষিণা,,
finality,চূড়ান্ত,,
financial defaults,আর্থিক খেলাপ,,
first blush,প্রথম দৃষ্টিতে ,,
fiscal,আর্থিক,,
foisted,চাপানো,,
followed,অনুসৃত হয়েছে,,
foray,আচমকা আক্রমণ,,
forfeiture,বাজেয়াপ্ত,,
forgery,জালিয়াতি,,
free and fair justice,অবাধ এবং মুক্ত ন্যায়বিচার,,
frivolous,তুচ্ছ,,
frustration,ব্যর্থ,,
further,অতিরিক্ত,,
gainfully,অর্থকর ভাবে,,
General Manager,মহাব্যবস্থাপক,,
genuine,প্রকৃতই,,
germane,যথাযথ,,
glaring,উজ্জ্বল ,,
grave peril,গুরুতর বিপদ,,
gross wastage,চড়ম অপচয়,,
grossly afflicted,মারাত্মকভাবে  ক্ষতি,,
grudge,ঈর্ষা,,
guidelines,নির্দেশকা,,
henchmen,বিশ্বস্ত অনুচর ,,
hostile,বিরুদ্ধ,,
hypothesis,প্রকল্প,,
imaginary,কাল্পনিক,,
imminent,আসন্ন,,
immunity,অনাক্রমতা,,
impartially,নিরপেক্ষভাবে,,
imperative,আব্যশক,,
imported,আমদানি করা,,
improbable,অসম্ভব,,
improbable,অসম্ভব,,
impugned,বিরোধিত ,,
in consonance with,সামঞ্জস্যপূর্ণ,,
in the contrary,বিপরীতে,,
inapplicable,অ-প্রয়োগযোগ্য,,
incidental,আনুষঙ্গিক,,
inconformity,সামঞ্জস্য রেখে,,
indigenous,দেশীয়,,
indigenous manufacturers,দেশীয় নির্মাতাদের,,
indispensable,অপরিহার্য,,
inducted,বসানো,,
inextricably,অবিচ্ছেদ্দ্যভাবে,,
infirmity,দ্বিধাগ্রস্ততা,,
inflexible,অনমনীয়,,
influential,প্রভাবশালী,,
inherently,সহজাতভাবে,,
inherent,অন্তর্নিহিত,,
initial,প্রারম্ভিক,,
injunction,নিষেধাজ্ঞা,,
inordinate,অতিরিক্ত,,
inrem,সামগ্রিক,,
insufficient,অপর্যাপ্ত,,
integral,অবিচ্ছেদ্য,,
intending,অভিপ্রেত,,
inter alia,অন্যকিছুর সাথে,,
interpretation,ব্যাখ্যা করা,,
interrogate,জিজ্ঞাসাবাদ,,
interrogation,জিজ্ঞাসাবাদ,,
invalid,অবৈধ,,
invoice,চালান,,
IPC,ভারতীয়  দণ্ডবিধি ,,
irrelevant,অপ্রাসঙ্গিক,,
irresponsible,দায়িত্ব জ্ঞানহীন,,
JJ.,বিচারপতিগণ,,
Judicial review,বিচারিক পর্যালোচনা,,
justiciably,ন্যায়সঙ্গতভাবে,,
justified,ন্যায়সঙ্গত,,
lack,অভাব,,
landmark,যুগান্তকারী,,
Ld.,বিজ্ঞ,,
leaned,ঝুঁকে থাকা,,
lease,ইজারা,,
legal and valid,বৈধ এবং যুক্তিসিদ্ধ,,
liens,পূর্বশর্ত ,,
liquidation,লিকুইডেশন,,
LIQUIDATOR,লিকুইডেটর,,
liquidator,লিকুইডেটর,,
locus standi,দাঁড়ানোর ভিত্তি ,,
M/s.,সর্বশ্রী ,,
mala fide,অসৎ উদ্দেশ্যে,,
malevolent,বিদ্বেষপূর্ণ ,,
maliciously,বিদ্বেষ পূর্ণ ,,
management,ব্যবস্থনা,,
mandatatory,বাধ্যতামূলক,,
Manufacturers,প্রস্তুতকারক,,
material defect,বস্তুগত ত্রুটি,,
mechanism,পদ্ধতি,,
mere,কেবল,,
merited,যুক্তি যুক্ত,,
misconceived,ভুল  ধারনাকৃত ,,
misrepresentation,ভুল উপস্থাপনা,,
misused and abused,অপব্যবহার এবং ভুল ব্যাবহার,,
mortgaging,বন্ধক,,
Mr.,শ্রী ,,
Mrs.,শ্রীমতি,,
musclemen & goons,বাহুবলী ও গুন্ডারা,,
myriad,অসংখ্য,,
norms and procedure,নিয়ম ও পদ্ধতি,,
note,মন্তব্য,,
notification  ,প্রজ্ঞাপন,,
notwithstanding,যা কিছু থাকুক না  কেন,,
oblique,তির্যক,,
observation,পর্যবেক্ষণ,,
offenders,অপরাধীরা ,,
officer in charge,ভারপ্রাপ্ত আধিকারিক,,
old ethos,পুরানো নৈতিকতা,,
on any count,কোন  ভাবেই,,
operative part,কার্যকরী অংশটি ,,
Ors.,অন্যান্যরা,,
overriding,অগ্রাহ্য,,
oversee,তদারকি,,
overwhelming,অপ্রতিরোধ্য,,
p.,পৃঃ,,
pari passu,সমানভাবে,,
part rejection,আংশিক  প্রত্যাখান,,
parting,প্রস্থানের,,
Penal Code,দণ্ডবিধি ,,
pendency,বিচারাধীন,,
pending,বিচারাধীন,,
penury,নিদারুণ দরিদ্রতা,,
per  contra,বিপরীতে,,
personal scores,ব্যক্তিগত হিসাব,,
persuaded,প্ররোচিত,,
pertinent,প্রাসঙ্গিক,,
perverse,বিকৃত,,
petition,দরখাস্ত,,
platform,মঞ্চ,,
post  liquidation,পরবর্তী লিকুইডেশন,,
precedent,নজির,,
precise,সুনির্দিষ্ট,,
pre-designed,পূর্ব-পরিকল্পিত ,,
preferential,অগ্রাধিকার,,
prejudice,পক্ষপাত,,
prejudicial,ক্ষতিকারক,,
premises,পরিসর,,
premium,সুবিধা ,,
prerequisite,পূর্বশর্ত ,,
prerogative,বিশেষাধিকার,,
preserving,সংরক্ষণ ,,
prevaricating stance,পূর্বনির্ধারিত অবস্থান,,
probability,সম্ভাবনা,,
proceedings,কার্যবাহ,,
proclaimed offender,পূর্বঘোষিত অপরাধী  ,,
promissory estoppel,প্রতিশ্রুতি প্রতিবন্ধক,,
propounder,প্রবক্তা,,
prosecution,অভিযোগ,,
prosecution case,সরকার পক্ষের মামলা,,
provided,শর্ত থাকে যে,,
public  prosecutor,সরকার পক্ষের অভিশংসক,,
public  prosecutor-in-question,সংশ্লিষ্ট সরকার পক্ষের অভিশংসককে,,
pulmonologist,ফুসফুস বিশেষজ্ঞ,,
purported,কথিত,,
purposely,উদ্দেশ্যমূলক ভাবে,,
PW,বাদীর সাক্ষী ,,
quality,গুণমান,,
quantity,পরিমাণ,,
quietus,ইতি,,
r/w,তৎসহ ,,
rare,বিরল,,
ratio decidendi,বিচারিক সিদ্ধান্তের  কারন,,
read with,তৎসহ ,,
readily,তৎক্ষণাৎ,,
realising,আদায়ে,,
realising the objectives,উদ্দেশ্য বাস্তবায়নে,,
reconsideration,পুনর্বিবেচনার,,
re-consideration,পুনর্বিবেচনা,,
reconstruction,পুনর্গঠন,,
refer to,উল্লেখ  করা হয়েছে,,
reference,উল্লেখ,,
referred to,উল্লেখ করা হয়েছে,,
regardless,সত্বেও ,,
regularity,নিয়মনিষ্ঠা,,
regulation,প্রবিধান,,
reiterated,পুনরায় ব্যক্ত,,
relied on,আস্থা রাখা হয়েছে,,
relief,লাঘব,,
relience,আস্থা,,
reluctance,অনীহা,,
remand,হেফাজতে,,
remuneration,পারিশ্রমিক,,
renew,নবীকরণ,,
report,প্রতিবেদন,,
reproduced as,তুলে ধরা,,
resiled,ফিরে আসা,,
resiling,ফিরে  আসা,,
restrict,সীমাবদ্ধ,,
reverse,উল্টে দেওয়া,,
revision,পুনর্বিবেচনা,,
rigours of incarceration,কারাবাসের কঠোরতা ,,
robust,শক্তিশালী,,
RTI,তথ্য  জানার অধিকার,,
RTI Act,তথ্য  জানার অধিকার আইন,,
rules,নিয়মাবলী,,
ruling party,শাসক দল ,,
s.,ধারা,,
saving,ব্যবৃতি,,
scrutiny,যাচাই,,
scrutiny,সমীক্ষা,,
secured,সুনিশ্চিত,,
securitisation,সিকিউরিটাইজেশন,,
self-imposed,স্ব-আরোপিত,,
senseless,অর্থহীন,,
serious apprehension,গুরুতর আশঙ্কা,,
settled position,স্থির অবস্থান ,,
settlement,বন্দোবস্ত,,
share,অংশ,,
sheer,ডাহা ,,
sheet anchor,মূল ভরসাস্থল,,
shifted,স্থানান্তরিত,,
sine qua non,অপরিহার্য,,
sole ground,একমাত্র ভিত্তি,,
sparingly,সংযতভাবে,,
special leave petition,বিশেষ অনুমতি আবেদন,,
specific performance,নির্দিষ্ট সম্পাদন,,
specification,নির্দিষ্টকরণ,,
spite,ঘৃণা,,
Sr.,বরিষ্ঠ,,
ss.,ধারাগুলি,,
staff pattern,কর্মী গঠন,,
standard,যোগ্য মানের ,,
stipulation,শর্ত,,
straight-jacket,বাঁধাধরা পথে ,,
strenuously,কঠোরভাবে,,
strike,আঘাত করা,,
subbstance,সারাংশ,,
sub-clause,উপ-প্রকরণ ,,
submerge,নিমজ্জিত,,
substantial,সারবত্তা,,
substantive,সারবত্তা মূলক ,,
succinctly,সংক্ষেপে,,
succor,দুর্দশাতে সাহায্য,,
sufficiency,পর্যাপ্ততা,,
supervisory,অবেক্ষণমূলক ,,
supplimental,পরিপূরক,,
supra,পূর্বোক্ত,,
SUPREME  COURT REPORTS,সুপ্রিম কোর্ট রিপোর্ট,,
survive,টিকে থাকা,,
sustainable,অনুমোদনযোগ্য,,
sustained,অনুমোদিত,,
tamper,অন্যায়ভাবে নষ্ট ,,
tardy approach,বিলম্বিত পদ্ধতি,,
tearinghurry,প্রচণ্ড  তাড়াহুড়ো,,
technical,প্রায়োগিক,,
technology,প্রযুক্তি,,
tender,দরপত্র,,
testator,উইলের  সম্পাদনকারী,,
theology,ধর্মতত্ত্ব,,
title,স্বত্ব,,
to curb,বাধা দেওয়া,,
tracing,অনুধাবন করা,,
trench,অনধিকার প্রবেশ ,,
trial court,বিচারিক আদালত,,
trust worthy,বিশ্বাসযোগ্য,,
u/s,অধ্যায় অধীনে,,
umpteen,অসংখ্য,,
unambiguous,দ্ব্যর্থবোধকনয় ,,
uncontroverted,অবিতর্কিত,,
undeniable,অনস্বীকার্য,,
underlying,নিম্নস্থ,,
understandable,বোধগম্য,,
unearthed,উন্মোচিত,,
unexplained,ব্যাখ্যাতীত,,
unidentifiable,অজ্ঞাত,,
unmet,পূরণ হয়নি,,
unreasoned,অযৌক্তিক,,
unsustainable,অ-অনুমোদনযোগ্য,,
urge,অনুরোধ করা,,
UT,কেন্দ্রশাসিত অঞ্চল,,
validity,সিদ্ধতা,,
varacity,সত্যতা,,
vehemently,জোরালোভাবে ,,
vendor,বিক্রেতা,,
virtually,কার্যত,,
vitiate,বাতিল,,
well-defined contours,সুনির্দিষ্ট রূপরেখা,,
whisper,গুঞ্জন,,
winding up,অবসান,,
withdrawal,প্রত্যাহার,,
impleadment,অভিযুক্ত,,
instant,তাৎক্ষনিক,,
compassionate appointment,সহানুভূতিশীল নিয়োগ,,
liberty,স্বাধীনতা,,
no-brainer,চিন্তার বিষয় নয়,,
clarrification,স্পষ্টীকরণ,,
trite,অতিপ্রচলিত,,
controversy,বিতর্ক,,
concurrence,সম্মতি,,
undertaking,উদ্যোগ,,
statutory bodies,বিধিবদ্ধ সংস্থা,,
local authorities,স্থানীয় কতৃপক্ষ ,,
corrigendum,শুদ্ধিপত্র,,
mass education & Extension,গণশিক্ষা ও সম্পসারন,,
obviate,এড়ানো,,
prematurely,অকাল,,
incapacitated,অক্ষম,,
observance of formalities,আনুষ্ঠানিকতা পালন,,
non availability of the berth,জায়গার অভাব,,
In exercise of the powers conferred,প্রদত্ত ক্ষমতা প্রয়োগ করে,,
supersedes,বাতিল  করা,,
exempted,অব্যাহতি প্রাপ্ত,,
vis-à-vis,মুখোমুখি,,
reproach,নিন্দা,,
utmost proactiveness,অত্যন্ত সক্রিয়তা,,
immediacy,তাৎক্ষণিকতা,,
vexatious,বিরক্তিকর,,
apposite,প্রাসঙ্গিক,,
indolent,অলস,,
acquiescent,সম্মতিশীল,,
crisis,সঙ্কট,,
terminal benefit,চূড়ান্ত সুবিধা,,
ab intra,ভিতর হইতে,,
ab initio,প্রথম হইতে,,
ab invito,অনিচ্ছুকভাবে,,
ad hoc,বিশেষ উদ্দেশ্যে গঠিত,,
ad infinitum,অনন্তকাল পর্যন্ত,,
ad interim,মধ্যকালীন,,
ad libitum,ইচ্ছামত,,
ad referendum,আরও বিবেচ্য,,
ad summum,সংক্ষেপে,,
ad valoren,মূল্য অনুসারে,,
ad verbum,অক্ষরে অক্ষরে ,,
a fortiori,প্রবল যুক্তি সহকারে,,
alias,ওরফে,,
alter igo,দ্বিতীয় সত্তা,,
alter idem,অনুরূপ আরেকটি,,
a-point,ঠিক ঠিক,,
a posteriori,কার্য হইতে কারণ,,
a priori,কারণ হইতে কার্য,,
a propos,প্রাসঙ্গিক,,
centum,একশত,,
ceteris paribus,অন্যান্য বিষয় এক থাকলে,,
de jure,আইনত,,
de novo,নতুন করে,,
emeritus,সম্মান সহ অবসর প্রাপ্ত,,
en effect,কার্যত,,
en masse,দল  বেঁধে,,
en passant,প্রসঙ্গ ক্রমে,,
en route,পথে,,
en verite,প্রকৃতপক্ষে,,
ergo,অতএব,,
erratum,ভুল,,
et cetera,ইত্যাদি,,
exempli gratia,যথা,,
ex gratia,কৃপা করে,,
Ex-Officio,পদাধিকার বলে,,
ex-parte,একতরফা,,
ex post facto,কাজ শেষ হইলে,,
ex tempo,তাৎক্ষণিক,,
fait accompli,নিস্পন্ন কাজ,,
faux pas,ভুল  পদক্ষেপ,,
ibidem,একই স্থলে,,
idem,একই,,
im passe,চরম সংকট,,
im abscentia,অনুপস্থিতে,,
im camera,গোপনে,,
im extenso,পূর্ণ দৈর্ঘ্যে,,
im futuro,ভবিষ্যতে,,
im infinitum,অনন্তকাল পর্যন্ত,,
im initio,আরম্ভে,,
im loco,স্থানে,,
im memoriam,স্মরণার্থে,,
im pace,শান্তিতে,,
im posse,সম্ভবত,,
im re,বিষয়ে,,
im situ,পূর্ব স্থানেই অবস্থিত,,
im statu quo,স্থিতাবস্থা,,
inter se,নিজেদের মধ্যে,,
in toto,সম্পূর্ণভাবে,,
in transitu,পথে,,
ipse dixit,তিনি নিজেই ইহা বলিয়াছেন,,
ipso facto,এই তথ্য বলে,,
ipso jure,এই আইন বলে,,
laissez faire,হস্তক্ষেপ না করা,,
lex loci,নির্দিষ্ট  স্থানের আইন,,
lex scripta,লিখিত আইন,,
lex non scripta,অলিখিত আইন,,
lex terra,দেশের আইন,,
Magna Carta,প্রধান দলিল ,,
magnum bonum,শ্রেষ্ঠ মঙ্গল,,
magnum opus,প্রধান গ্রন্থ,,
mandamus,আদালতের হুকুম,,
melee,প্রচণ্ড তর্ক,,
modus,ধরন,,
modus operandi,কার্য পদ্ধতি,,
modus vivendi,জীবন  যাত্রা প্রণালী,,
mutatis mutandia,প্রয়োজনীয় পরিবর্তন,,
nom de plume,ছদ্মনাম,,
nota bene,বিশেষ দ্রষ্টব্য,,
N.B. ,বিশেষ দ্রষ্টব্য,,
obiter dictum,প্রসঙ্গ ক্রমে উল্লিখিত,,
per excellence,চরম উৎকর্ষের সঙ্গে,,
partim,অংশত,,
passim,চারিদিকে,,
per annum,প্রতি বর্ষে,,
per capita,মাথা পিছু,,
per centum,শতকরা,,
per diem,দৈনিক,,
per se,সে নিজেই,,
persona grata,গ্রহণযোগ্য ব্যক্তি,,
post mortem,মৃত্যুর পরে,,
probono publico,জনসাধারণের মঙ্গলের জন্য,,
pro et contra,সপক্ষে ও বিপক্ষে,,
pro forma,রীতি অনুযায়ী,,
pro rata basis,সেই অনুপাতে,,
pros and cons,সপক্ষে ও বিপক্ষে যুক্তি,,
pro tempore,বর্তমানে,,
quantum sufficit,যথেষ্ট পরিমাণ ,,
qui va la,কে যায়,,
quorum,প্রয়োজনীয় সংখ্যা,,
quo vadis,কোথায় যাও,,
resume,সারসংক্ষেপ,,
sanctum sanctorum,পবিত্রতম,,
sans souci,দুশ্চিন্তাহীন,,
seriatim,শ্রেণীবদ্ধভাবে ,,
sic passim,এইরূপ সর্বত্র,,
sine die,অনির্দিষ্টকালের জন্য ,,
sub ponea,দন্ডাধীন,,
sub rosa,গোপনে,,
sui generis,স্বজাতীয়,,
summum bonum,চরম কল্যাণ,,
tabula rasa,অলিখিত  ফলক ,,
tete-a-tete,ব্যাক্তিগত আলাপ ,,
ubique,সর্বত্র,,
ultra valorem,অমূল্য ,,
ultra vires,এক্তিয়ার বহির্ভূত,,
ut infra,নিম্নোক্তরূপে,,
ut supra,উপোরক্তরূপে,,
versus,বনাম,,
verbatim,অবিকল,,
via,পথে,,
vis media,মধ্যপন্থা ,,
vice,বদলে,,
vice versa,বিপরীতক্রমে,,
vis-à-vis,মুখোমুখি,,
viva  voce,মুখেমুখে,,
vox populi,জনগণের রব,,
backward class,অনগ্রসর শ্রেনী,,
ban,নিষেধাজ্ঞা,,
beacon,আলোক সংকেত,,
bearing,সম্বন্ধ,,
beinnial,দ্বিবার্ষিক,,
beneficial interest,হিতকারীর স্বার্থ,,
best adapted,সর্বাধিক গ্রহণ যোগ্য,,
best interest,অতি উত্তম স্বার্থ,,
betting,পণক্রিয়া,,
bigamy,দ্বিবিবাহ,,
bill of exchange,বিনিময় পত্র,,
bill of lading,বহন পত্র,,
binding,বাধ্য কর,,
called for,তলবকৃত ,,
cancellation,বাতিল করণ,,
biodiversity,জীব বৈচিত্র্য,,
breach of task,বিশ্বাস ভঙ্গ,,
canon,নীতি,,
captured,ধৃত,,
cantonment,সেনা নিবাস,,
carcass,মৃত দেহ,,
caricature,ব্যঙ্গচিত্র,,
carry out,সম্পাদন  করা,,
cartoonist,ব্যঙ্গচিত্র শিল্পী,,
catastrophe,বিপত্তি,,
categories,প্রবর্গ সমূহ ,,
cause of action,মামলার  কারণ,,
causing miscarriage,গোর্ভপাত ঘটানো,,
censure,পরিনিন্দা,,
census,জনগণনা,,
certificate,শংসাপত্র,,
certiorary,উৎপেষণ,,
chairman,সভাপতি,,
channnel,প্রণালী,,
chargeable,প্রদেয়,,
charitable institution,দাতব্য প্রতিষ্ঠান,,
chattels,অস্থাবর সম্পত্তি,,
Chief Election Commissioner,মুখ্য  নির্বাচন  কমিশনার,,
cited,উল্লিখিত,,
citizenship,নাগরিকত্ব,,
civil post,অসামরিক পদ ,,
claimant,দাবীদার,,
civil service,অসামরিক কৃত্যক,,
coercion,পীড়ন,,
cohabitation,সহবাস,,
collected,সংগৃহীত,,
collusion,যোগসাজস,,
come into force,বলবৎ হওয়া ,,
commencement,প্রারম্ভ,,
commecial,বাণিজ্যিক,,
commission of offence,অপরাধের  সংগঠন ,,
commidity,পণ্য দ্রব্য ,,
common carrier,সার্বজনীন বাহক,,
common intension,অভিন্ন  অভিপ্রায়,,
communicable disease,সংক্রামক রোগ,,
compelled,বাধ্য,,
compensation,ক্ষতিপূরণ,,
competent court,যথাযোগ্য আদালত,,
completion,সমাপন,,
comply with,পালন করা,,
comprised therein,উহার অন্তর্গত,,
Comptroler and Auditor-General,মহা হিসাব নিয়ামক ও নিরীক্ষক,,
computing,গণনা,,
concealment,গোপনীয়তা,,
conceived,গর্ভাহিত,,
concerned,সংশ্লিষ্ট,,
concession,সুবিধা ,,
concillation officer,সালিশী  আধিকারিক,,
concisely,সংক্ষেপে,,
conclusive,নিশ্চায়ক,,
concur,একমত হওয়া,,
concurrent list,সমবর্তী সূচী,,
confidential communication,গোপনীয় সংজ্ঞাপন,,
confined,অবরুদ্ধ,,
"conformity with, in",অনুসারে,,
conjugal rights,দাম্পত্যাধিকার,,
connivance,মৌনানুবাদ ,,
consanguinity,রক্তের সম্পর্ক,,
conscientiously,বিবেকসম্মতভাবে,,
conscious,সচেতন,,
consecutive,ক্রমান্বয়ে,,
consent,সম্মতি,,
consequential,পারিণামিক,,
consideration,প্রতিদান,,
considered bt the Council,মন্ত্রী পরিষদ কর্তৃক বিবেচিত ,,
prejudice,কুসংস্কার / ক্ষতি/ ক্ষতিগ্রস্ত,,
Defence,প্রতিরক্ষা / আত্মপক্ষ সমর্থন ,,
Frustration,হতাশা / চুক্তির ব্যর্থতা ,,
Bale,বেল / গাঁট ,,
Held,অনুষ্ঠিত / আদেশ ,,
Odd,বিজোড় / আরও কিছু ,,
Maintainability,,,
